id,destination,type,comment,createdAt
26469575,gwmtracking.com,domain,,2024-12-12 19:16:43
26545119,hotmart.com,domain,,2025-09-16 22:57:13
26911093,admobclick.com,domain,,2024-12-12 19:16:43
26944751,benchmark.1e100cdn.net,domain,,2024-12-12 19:16:43
26999369,marphezis.com,domain,,2024-12-12 19:16:43
27103565,rqtrk.eu,domain,,2024-12-12 19:16:43
27362401,aniview.com,domain,,2024-12-12 19:16:43
27475498,advangelists.com,domain,,2024-12-12 19:16:43
27543857,exosrv.com,domain,,2024-12-12 19:16:43
27670859,deepintent.com,domain,,2024-12-12 19:16:43
27677157,tagdelivery.com,domain,,2024-12-12 19:16:43
27677681,adj.st,domain,,2024-12-12 19:16:43
27752645,districtm.io,domain,,2024-12-12 19:16:43
27879549,getadmiral.com,domain,,2024-12-12 19:16:43
27882563,spotx.tv,domain,,2024-12-12 19:16:43
28016537,t.me,domain,,2024-12-22 08:02:23
28135408,comscore,domain,,2024-12-12 19:16:43
28434482,rxthdr.com,domain,,2024-12-12 19:16:43
28542103,smrt.as,domain,,2024-12-12 19:16:43
28799769,16clouds.com,domain,,2024-12-12 19:16:43
28936987,remarketingpixel.com,domain,,2024-12-12 19:16:43
28958093,zwizzarmyknife.com,domain,,2024-12-12 19:16:43
29074637,adservice.google.com,domain,,2024-12-12 19:16:43
29105653,pinterest.nz,domain,,2024-12-12 19:16:43
29128391,btserve.com,domain,,2024-12-12 19:16:43
29164111,video-ak.cdn.spotify.com,domain,,2024-12-12 19:16:43
29261049,aanqylta.com,domain,,2024-12-12 19:16:43
29352516,chimpstatic.com,domain,,2024-12-12 19:16:43
29371228,adservice.google.co.uk,domain,,2024-12-12 19:16:43
29389396,musthird.com,domain,,2024-12-12 19:16:43
29393158,monu.delivery,domain,,2024-12-12 19:16:43
29520352,cloudfunctions.net,domain,,2024-12-12 19:16:43
29538708,consumable.com,domain,,2025-03-27 15:07:05
29539530,steemitimages.com,domain,,2024-12-12 19:16:43
29668314,smadex.com,domain,,2024-12-12 19:16:43
29691960,traversedlp.com,domain,,2024-12-12 19:16:43
29703010,dspunion.com,domain,,2024-12-12 19:16:44
29740216,adlightning.com,domain,,2024-12-12 19:16:44
29757210,pub.network,domain,,2024-12-12 19:16:44
29824780,smilewanted.com,domain,,2025-05-29 18:50:12
29825050,yieldlove.com,domain,,2024-12-12 19:16:44
29887596,emxdgt.com,domain,,2024-12-12 19:16:44
29899368,rezync.com,domain,,2024-12-12 19:16:44
29905505,extremereach.io,domain,,2024-12-12 19:16:44
29908043,myfinance.com,domain,,2024-12-12 19:16:44
29908257,clinch.co,domain,,2024-12-12 19:16:44
29909139,yieldlove-ad-serving.net,domain,,2024-12-12 19:16:44
29912899,appboy-images.com,domain,,2024-12-12 19:16:44
29913497,serverbid.com,domain,,2024-12-12 19:16:44
29914095,rtb123.com,domain,,2024-12-12 19:16:44
29918939,id5-sync.com,domain,,2024-12-12 19:16:44
29921291,soflopxl.com,domain,,2024-12-12 19:16:44
29921673,qbk1.com,domain,,2024-12-12 19:16:44
29990075,comscoredatagems.com,domain,,2024-12-12 19:16:44
29990077,comscoredatamine.com,domain,,2024-12-12 19:16:44
29990081,comscoredirect.net,domain,,2024-12-12 19:16:44
30016281,mkt7832.com,domain,,2024-12-12 19:16:44
30057467,affise.com,domain,,2025-03-26 07:32:56
30123390,awsdns,domain,,2024-12-12 19:16:44
30129268,7wmw.adj.st,domain,,2024-12-12 19:16:44
30594568,cloudflare-dns.com,domain,,2024-12-12 19:16:44
30668596,tvpixel.com,domain,,2024-12-12 19:16:44
30733468,adtelligent.com,domain,,2024-12-12 19:16:44
30926324,itpjarvis.com,domain,,2024-12-12 19:16:44
31417848,outbrainimg.com,domain,,2024-12-12 19:16:44
31780218,invibes.com,domain,,2024-12-12 19:16:44
31780432,760main.com,domain,,2024-12-12 19:16:44
31801240,modapps.com.au,domain,,2024-12-12 19:16:44
31807496,p-n.io,domain,,2024-12-12 19:16:44
31949484,spotim.market,domain,,2024-12-12 19:16:44
31953844,adtz.com,domain,,2024-12-12 19:16:44
32089334,headfarming.com,domain,,2024-12-12 19:16:44
32948852,adlab.spotify.com,domain,,2024-12-12 19:16:44
33092154,amillionads.com,domain,,2024-12-12 19:16:44
33865454,s-onetag.com,domain,,2024-12-12 19:16:44
34684288,surfshark.com,domain,,2024-12-12 19:16:44
36275506,quiq-cdn.com,domain,,2024-12-12 19:16:44
36803374,aaxads.com,domain,,2024-12-12 19:16:44
36803416,concert.io,domain,,2024-12-12 19:16:44
36893824,pymx5.com,domain,,2024-12-12 19:16:44
37389398,c.aaxads.com,domain,,2024-12-12 19:16:44
38006626,cootlogix.com,domain,,2024-12-12 19:16:44
38191174,koddi.com,domain,,2025-03-26 20:47:54
38510972,squirrelhands.com,domain,,2024-12-12 19:16:44
39027298,pushads.io,domain,,2024-12-12 19:16:44
39175152,intellimize.com,domain,,2025-02-05 21:15:23
39423992,cloudflareresolve.com,domain,,2024-12-12 19:16:44
39506990,wasabi.760main.com,domain,,2024-12-12 19:16:44
39717240,api.stream-io-api.com,domain,,2024-12-12 19:16:44
39860538,imps.monu.delivery,domain,,2024-12-12 19:16:44
39942960,adstudio.spotify.com,domain,,2024-12-12 19:16:45
40045172,vidoomy.com,domain,,2025-06-30 15:27:48
40136564,admetricspro.com,domain,,2024-12-12 19:16:45
40334114,ueep.com,domain,,2024-12-12 19:16:45
40757850,stremanp.com,domain,,2024-12-12 19:16:45
40870144,ada.support,domain,,2024-12-12 19:16:45
41887682,acsbap.com,domain,,2024-12-12 19:16:45
41919400,onetag.io,domain,,2024-12-12 19:16:45
42622472,powerad.ai,domain,,2025-08-17 12:36:59
42622490,clean.gg,domain,,2024-12-12 19:16:45
42910320,cubchannel.com,domain,,2024-12-12 19:16:45
42918074,cannontwin.com,domain,,2024-12-12 19:16:45
43001438,datasteam.io,domain,,2024-12-12 19:16:45
43219268,t.ly,domain,,2024-12-12 19:16:45
43617132,escalated.io,domain,,2025-04-10 18:47:57
43620324,p2r14.com,domain,,2024-12-12 19:16:45
43620780,tapnative.com,domain,,2025-03-27 15:08:11
43620974,trysera.com,domain,,2024-12-12 19:16:45
43859218,advertising.expedia.com,domain,,2025-05-29 18:50:55
44153388,b1.nel.goog,domain,,2024-12-12 19:16:45
44346812,kisdee.com,domain,,2024-12-12 19:16:45
44496510,smoggysnakes.com,domain,,2024-12-12 19:16:46
44513466,inpagepush.com,domain,,2024-12-12 19:16:46
44646808,memoinsights.com,domain,,2024-12-12 19:16:46
44882000,beop.io,domain,,2025-03-27 14:46:17
44905696,algorix.co,domain,,2025-07-06 15:34:31
45072406,mrtnsvr.com,domain,,2024-12-12 19:16:46
45078428,dadspms.com,domain,,2024-12-12 19:16:46
45527294,pbstck.com,domain,,2024-12-12 19:16:46
45527412,zeustechnology.com,domain,,2025-03-27 14:38:37
45636828,c.p2r14.com,domain,,2024-12-12 19:16:46
45861326,4495.adj.st,domain,,2024-12-12 19:16:46
45884642,xtlo.net,domain,,2024-12-12 19:16:46
45920342,cadspms.com,domain,,2024-12-12 19:16:46
46425094,omappapi.com,domain,,2024-12-12 19:16:46
46488358,googleoptimize.com,domain,,2024-12-12 19:16:46
46764912,fireworktv.com,domain,,2024-12-12 19:16:46
46765726,leanlab.co,domain,,2024-12-12 19:16:46
47173156,britepool.com,domain,,2024-12-12 19:16:46
48006748,adsgtm.spotify.com,domain,,2024-12-12 19:16:46
48006754,admocker.spotify.com,domain,,2024-12-12 19:16:46
48078446,ads-jp.spotify.com,domain,,2024-12-12 19:16:46
48078448,ads-pt.spotify.com,domain,,2024-12-12 19:16:46
48078450,ads-us.spotify.com,domain,,2024-12-12 19:16:46
48337282,adagio.io,domain,,2025-09-16 22:48:50
48511832,contentignite.com,domain,,2025-05-28 17:27:39
48657994,servenobid.com,domain,,2024-12-12 19:16:46
48866840,advocado.media,domain,,2024-12-12 19:16:46
48939448,mkt8796.com,domain,,2024-12-12 19:16:46
49659524,mediago.io,domain,,2024-12-12 19:16:46
49687938,graizoah.com,domain,,2024-12-12 19:16:46
49694854,brushdaughter.com,domain,,2024-12-12 19:16:46
49728450,ladsp.jp,domain,,2024-12-12 19:16:46
49815360,vipicmou.net,domain,,2024-12-12 19:16:46
49838682,hexagon-cdn.com,domain,,2024-12-12 19:16:46
49871340,fiefionfortes.casa,domain,,2024-12-12 19:16:46
50106304,dxpapi.com,domain,,2024-12-12 19:16:46
50106338,substack.com,domain,,2025-03-27 14:48:53
50172292,brilliantcollector.com,domain,,2024-12-12 19:16:46
50180906,setupad.com,domain,,2025-06-24 22:27:17
50197210,cabla.to,domain,,2024-12-12 19:16:46
50198200,winsbystorage.com,domain,,2024-12-12 19:16:46
50340628,yellowblue.io,domain,,2024-12-12 19:16:46
50872700,ikunselt.com,domain,,2024-12-12 19:16:47
51098668,agacelebir.com,domain,,2024-12-12 19:16:47
52330778,catalyst2.com,domain,,2024-12-12 19:16:47
52418496,snackvideo.com,domain,,2025-09-05 21:30:32
52509340,smpush.com,domain,,2024-12-12 19:16:47
52509346,pushy.ai,domain,,2024-12-12 19:16:47
52616860,public.servenobid.com,domain,,2024-12-12 19:16:47
52767502,sinter-collect.com,domain,,2024-12-12 19:16:47
52917780,adservd.com,domain,,2024-12-12 19:16:47
